7368 2 
0.18,0.16,
100,100,
0.11,0.06,
100,100,
0.2,0.25,
100,100,
0.22,0.25,
100,100,
0.14,0.04,
100,100,
0.07,0.1,
100,100,
0.21,0.12,
100,100,
0.18,0.18,
100,100,
0.18,0.2,
100,100,
0.12,0.04,
100,100,
0.07,0.04,
100,100,
0.22,0.16,
100,100,
0.11,0.14,
100,100,
0.11,0.13,
100,100,
0.13,0.09,
100,100,
0.12,0.1,
100,100,
0.2,0.12,
100,100,
0.13,0.13,
100,100,
0.21,0.18,
100,100,
0.19,0.2,
100,100,
0.15,0.06,
100,100,
0.11,0.14,
100,100,
0.19,0.22,
100,100,
0.23,0.14,
100,100,
0.14,0.16,
100,100,
0.19,0.11,
100,100,
0.1,0.1,
100,100,
0.15,0.11,
100,100,
0.14,0.09,
100,100,
0.34,0.29,
100,100,
0.17,0.17,
100,100,
1.12,1.84,
100,100,
4.65,5.15,
100,100,
0.01,0.04,
100,100,
9.16,3.32,
100,100,
2.03,0.54,
100,100,
0.41,0.11,
100,100,
0.16,0.05,
100,100,
0.17,0.04,
100,100,
0.05,0.07,
100,100,
0.13,0.02,
100,100,
0.11,0.06,
100,100,
0.13,0.06,
100,100,
0.13,0.12,
100,100,
0.19,0.11,
100,100,
0.09,0.06,
100,100,
0.16,0.1,
100,100,
0.23,0.11,
100,100,
0.11,0.21,
100,100,
0.25,0.13,
100,100,
0.11,0.1,
100,100,
0.15,0.01,
100,100,
0.19,0.04,
100,100,
0.17,0.21,
100,100,
0.18,0.06,
100,100,
0.18,0.2,
100,100,
0.24,0.3,
100,100,
0.12,0.02,
100,100,
6.36,10.86,
100,100,
0.09,0.14,
100,100,
0.11,0.06,
100,100,
0.23,0.24,
100,100,
0.15,0.16,
100,100,
0.12,0.08,
100,100,
0.14,0.18,
100,100,
0.16,0,
100,100,
0.21,0.13,
100,100,
0.26,0.19,
100,100,
0.26,0.22,
100,100,
0.19,0.11,
100,100,
0.18,0.09,
100,100,
0.16,0.06,
100,100,
0.18,0.12,
100,100,
0.17,0.14,
100,100,
0.14,0.04,
100,100,
0.21,0.2,
100,100,
0.33,0.13,
100,100,
0.17,0.12,
100,100,
0.11,0.2,
100,100,
0.18,0.27,
100,100,
0.1,0.11,
100,100,
0.11,0.11,
100,100,
0.11,0.2,
100,100,
0.2,0.17,
100,100,
0.16,0.03,
100,100,
0.18,0.17,
100,100,
0.19,0.13,
100,100,
0.1,0.08,
100,100,
0.13,0.15,
100,100,
0.59,0.04,
100,100,
0.24,0.27,
100,100,
0.09,0.05,
100,100,
0.16,0.17,
100,100,
0.11,0.14,
100,100,
0.11,0.47,
100,100,
0.15,0.23,
100,100,
0.16,0.11,
100,100,
0.13,0.18,
100,100,
0.13,0.15,
100,100,
0.1,0.1,
100,100,
0.13,0.06,
100,100,
0.14,0.05,
100,100,
0.11,0.12,
100,100,
0.25,0.19,
100,100,
0.17,0.24,
100,100,
0.12,0.02,
100,100,
0.18,0.2,
100,100,
0.22,0.3,
100,100,
0.11,0.02,
100,100,
0.11,0.12,
100,100,
0.21,0.28,
100,100,
0.11,0.03,
100,100,
0.21,0.24,
100,100,
0.23,0.23,
100,100,
0.23,0.21,
100,100,
0.21,0.24,
100,100,
0.11,0.05,
100,100,
0.11,0.05,
100,100,
0.22,0.22,
100,100,
0.12,0.08,
100,100,
0.18,0.13,
100,100,
0.11,0.11,
100,100,
0.15,0.13,
100,100,
0.13,0.1,
100,100,
0.14,0.14,
100,100,
0.12,0.07,
100,100,
0.14,0.07,
100,100,
0.17,0.16,
100,100,
0.16,0.15,
100,100,
0.17,0.19,
100,100,
0.09,0.07,
100,100,
0.15,0.07,
100,100,
0.15,0.13,
100,100,
0.16,0.17,
100,100,
0.1,0.04,
100,100,
0.13,0.1,
100,100,
0.13,0.14,
100,100,
0.07,0.07,
100,100,
0.23,0.28,
100,100,
0.14,0.18,
100,100,
0.14,0.13,
100,100,
0.14,0.02,
100,100,
0.21,0.22,
100,100,
0.09,0.02,
100,100,
0.2,0.16,
100,100,
0.19,0.23,
100,100,
0.24,0.25,
100,100,
0.09,0.04,
100,100,
0.11,0.06,
100,100,
0.14,0.16,
100,100,
0.12,0.09,
100,100,
0.11,0.06,
100,100,
0.12,0.13,
100,100,
0.13,0.1,
100,100,
0.17,0.13,
100,100,
0.1,0.07,
100,100,
0.16,0.14,
100,100,
0.2,0.27,
100,100,
0.11,0.08,
100,100,
0.19,0.15,
100,100,
0.18,0.15,
100,100,
0.12,0.11,
100,100,
0.21,0.19,
100,100,
0.25,0.22,
100,100,
0.14,0.13,
100,100,
0.12,0.1,
100,100,
0.18,0.18,
100,100,
0.17,0.17,
100,100,
0.13,0.08,
100,100,
0.11,0.06,
100,100,
0.22,0.18,
100,100,
0.12,0.07,
100,100,
0.14,0.11,
100,100,
0.1,0.01,
100,100,
0.11,0.14,
100,100,
0.12,0.11,
100,100,
0.25,0.22,
100,100,
0.17,0.19,
100,100,
0.16,0.2,
100,100,
0.13,0.15,
100,100,
0.14,0.12,
100,100,
0.15,0.16,
100,100,
0.15,0.13,
100,100,
0.13,0.14,
100,100,
0.15,0.15,
100,100,
0.1,0.15,
100,100,
0.09,0.09,
100,100,
0.19,0.14,
100,100,
0.14,0.08,
100,100,
0.13,0.16,
100,100,
0.24,0.18,
100,100,
0.09,0.06,
100,100,
0.14,0.1,
100,100,
0.08,0.08,
100,100,
0.13,0.14,
100,100,
0.12,0.11,
100,100,
0.11,0.08,
100,100,
0.19,0.21,
100,100,
0.09,0.09,
100,100,
0.14,0.11,
100,100,
0.13,0.14,
100,100,
0.09,0.14,
100,100,
0.17,0.12,
100,100,
0.15,0.19,
100,100,
0.1,0.07,
100,100,
0.17,0.15,
100,100,
0.1,0.1,
100,100,
0.12,0.1,
100,100,
0.08,0.09,
100,100,
0.14,0.16,
100,100,
0.11,0.16,
100,100,
0.15,0.13,
100,100,
0.14,0.12,
100,100,
0.1,0.08,
100,100,
0.2,0.15,
100,100,
0.08,0.1,
100,100,
0.18,0.22,
100,100,
0.09,0.09,
100,100,
0.16,0.18,
100,100,
0.11,0.07,
100,100,
0.14,0.14,
100,100,
0.16,0.25,
100,100,
0.1,0.1,
100,100,
0.16,0.1,
100,100,
0.22,0.17,
100,100,
0.21,0.23,
100,100,
0.11,0.14,
100,100,
0.13,0.08,
100,100,
0.08,0.09,
100,100,
0.11,0.09,
100,100,
0.17,0.22,
100,100,
0.12,0.08,
100,100,
0.13,0.15,
100,100,
0.14,0.16,
100,100,
0.11,0.11,
100,100,
0.17,0.18,
100,100,
0.12,0.14,
100,100,
0.21,0.19,
100,100,
0.07,0.04,
100,100,
0.14,0.1,
100,100,
0.14,0.14,
100,100,
0.17,0.13,
100,100,
0.13,0.15,
100,100,
0.1,1.56,
100,100,
0.14,0.17,
100,100,
0.21,0.19,
100,100,
0.15,0.09,
100,100,
0.15,0.1,
100,100,
0.14,0.11,
100,100,
0.15,0.17,
100,100,
0.09,0.05,
100,100,
0.18,0.15,
100,100,
0.1,0.12,
100,100,
0.14,0.14,
100,100,
0.11,0.13,
100,100,
0.16,0.07,
100,100,
0.15,0.15,
100,100,
0.15,0.18,
100,100,
0.1,0.1,
100,100,
0.14,0.17,
100,100,
0.18,0.2,
100,100,
0.17,0.16,
100,100,
0.13,0.03,
100,100,
0.09,0.09,
100,100,
0.21,0.15,
100,100,
0.15,0.18,
100,100,
0.12,0.15,
100,100,
0.13,0.06,
100,100,
0.13,0.1,
100,100,
0.1,0.06,
100,100,
0.12,0.05,
100,100,
0.13,0.15,
100,100,
0.16,0.15,
100,100,
0.16,0.13,
100,100,
0.11,0.04,
100,100,
0.21,0.19,
100,100,
0.15,0.22,
100,100,
0.24,0.15,
100,100,
0.1,0.01,
100,100,
0.24,0.08,
100,100,
0.18,0.01,
100,100,
0.17,0.07,
100,100,
0.15,0.1,
100,100,
0.11,0.07,
100,100,
0.1,0.14,
100,100,
0.13,0.07,
100,100,
0.22,0.27,
100,100,
0.14,0.09,
100,100,
0.16,0.16,
100,100,
0.15,0.06,
100,100,
0.2,0.16,
100,100,
0.12,0.01,
100,100,
0.14,0.11,
100,100,
0.1,0.14,
100,100,
0.13,0.13,
100,100,
0.1,0.14,
100,100,
0.14,0.13,
100,100,
0.11,0.13,
100,100,
0.23,0.11,
100,100,
0.15,0.08,
100,100,
0.2,0.14,
100,100,
0.12,0.03,
100,100,
0.15,0.15,
100,100,
0.15,0.11,
100,100,
0.15,0.07,
100,100,
0.11,0.12,
100,100,
0.21,0.2,
100,100,
0.09,0.1,
100,100,
0.1,0.03,
100,100,
0.17,0.22,
100,100,
0.19,0.21,
100,100,
0.21,0.09,
100,100,
0.12,0.14,
100,100,
0.24,0.24,
100,100,
0.06,0.02,
100,100,
0.25,0.19,
100,100,
0.15,0.02,
100,100,
0.17,0.07,
100,100,
0.1,0.07,
100,100,
0.2,0.12,
100,100,
0.16,0.13,
100,100,
0.12,0.12,
100,100,
0.24,0.28,
100,100,
0.12,0.13,
100,100,
0.09,0.05,
100,100,
0.1,0.14,
100,100,
0.19,0.13,
100,100,
0.06,0.09,
100,100,
0.22,0.13,
100,100,
0.14,0.07,
100,100,
0.16,0.01,
100,100,
0.12,0.07,
100,100,
0.08,0.11,
100,100,
0.15,0.16,
100,100,
0.1,0.07,
100,100,
0.2,0.14,
100,100,
0.08,0.03,
100,100,
0.13,0.03,
100,100,
0.22,0.28,
100,100,
0.09,0.03,
100,100,
0.07,0.1,
100,100,
0.14,0.13,
100,100,
0.15,0.07,
100,100,
0.13,0.07,
100,100,
0.11,0.06,
100,100,
0.14,0,
100,100,
0.22,0.18,
100,100,
0.21,0.35,
100,100,
0.21,0.07,
100,100,
0.1,0.07,
100,100,
0.18,0.05,
100,100,
0.13,0.11,
100,100,
0.13,0.1,
100,100,
0.22,0.13,
100,100,
0.1,0.09,
100,100,
0.13,0.09,
100,100,
0.14,0.12,
100,100,
0.26,0.23,
100,100,
0.09,0.05,
100,100,
0.07,0.03,
100,100,
0.15,0.14,
100,100,
0.12,0.12,
100,100,
0.23,0.19,
100,100,
0.04,0.04,
100,100,
0.24,0.16,
100,100,
0.11,0.1,
100,100,
0.14,0.11,
100,100,
0.18,0.18,
100,100,
0.1,0.1,
100,100,
0.27,0.23,
100,100,
0.09,0.1,
100,100,
0.13,0.1,
100,100,
0.14,0.15,
100,100,
0.07,0.06,
100,100,
0.21,0.16,
100,100,
0.14,0.14,
100,100,
0.25,0.1,
100,100,
0.07,0.06,
100,100,
0.08,0.05,
100,100,
0.1,0.07,
100,100,
0.14,0.07,
100,100,
0.19,0.12,
100,100,
0.22,0.19,
100,100,
0.19,0.12,
100,100,
0.31,0.25,
100,100,
0.08,0.07,
100,100,
0.14,0.09,
100,100,
0.15,0.11,
100,100,
0.23,0.16,
100,100,
0.08,0.09,
100,100,
0.13,0.12,
100,100,
0.12,0.17,
100,100,
0.09,0.1,
100,100,
0.17,0.03,
100,100,
0.17,0.16,
100,100,
0.12,0.06,
100,100,
0.15,0.18,
100,100,
0.08,0.08,
100,100,
0.16,0.11,
100,100,
0.13,0.11,
100,100,
0.18,0.19,
100,100,
0.16,0.16,
100,100,
0.16,0.21,
100,100,
0.11,0.1,
100,100,
0.13,0.09,
100,100,
0.13,0.12,
100,100,
0.1,0.07,
100,100,
0.13,0.17,
100,100,
0.14,0.12,
100,100,
0.1,0.12,
100,100,
0.12,0.08,
100,100,
0.17,0.13,
100,100,
0.19,0.16,
100,100,
0.07,0.01,
100,100,
0.16,0.18,
100,100,
0.09,0.06,
100,100,
0.23,0.18,
100,100,
0.11,0.1,
100,100,
0.12,0.04,
100,100,
0.17,0.13,
100,100,
0.09,0.05,
100,100,
0.12,0.07,
100,100,
0.2,0.17,
100,100,
0.17,0.11,
100,100,
0.16,0.18,
100,100,
0.24,0.23,
100,100,
0.09,0.04,
100,100,
0.1,0.06,
100,100,
0.18,0.14,
100,100,
0.14,0.11,
100,100,
0.13,0.06,
100,100,
0.12,0.13,
100,100,
0.12,0.05,
100,100,
0.43,0.39,
100,100,
0.41,0.35,
100,100,
0.21,0.15,
100,100,
0.25,0.16,
100,100,
0.15,0.11,
100,100,
0.13,0.09,
100,100,
0.12,0.07,
100,100,
0.18,0.2,
100,100,
0.17,0.11,
100,100,
0.25,0.33,
100,100,
0.26,0.12,
100,100,
0.15,0.05,
100,100,
0.15,0.08,
100,100,
0.34,0.24,
100,100,
0.1,0.06,
100,100,
0.11,0.05,
100,100,
0.06,0.01,
100,100,
0.29,0.08,
100,100,
0.29,0.09,
100,100,
0.17,0.1,
100,100,
0.18,0.21,
100,100,
0.1,0.12,
100,100,
0.09,0.13,
100,100,
0.05,0.07,
100,100,
0.2,0.19,
100,100,
0.08,0.06,
100,100,
0.1,0.1,
100,100,
0.06,0.06,
100,100,
0.05,0.06,
100,100,
0.04,0.04,
100,100,
0.31,0.23,
100,100,
0.09,0.1,
100,100,
0.22,0.11,
100,100,
0.18,0.12,
100,100,
0.13,0.13,
100,100,
0.43,0.21,
100,100,
0.25,0.11,
100,100,
0.13,0.11,
100,100,
0.12,0.15,
100,100,
0.31,0.15,
100,100,
0.14,0.11,
100,100,
0.13,0.15,
100,100,
0.09,0.11,
100,100,
0.24,0.18,
100,100,
0.09,0.11,
100,100,
0.32,0.16,
100,100,
0.25,0.13,
100,100,
0.15,0.17,
100,100,
0.21,0.09,
100,100,
0.27,0.26,
100,100,
0.11,0.08,
100,100,
0.2,0.18,
100,100,
0.14,0.17,
100,100,
0.18,0.2,
100,100,
0.24,0.16,
100,100,
0.19,0.23,
100,100,
0.19,0.14,
100,100,
0.18,0.15,
100,100,
0.23,0.08,
100,100,
0.23,0.26,
100,100,
0.14,0.07,
100,100,
0.22,0.2,
100,100,
0.17,0.14,
100,100,
0.26,0.17,
100,100,
0.16,0.14,
100,100,
0.09,0.11,
100,100,
0.21,0.11,
100,100,
0.2,0.12,
100,100,
0.25,0.13,
100,100,
0.22,0.14,
100,100,
0.13,0.12,
100,100,
0.11,0.1,
100,100,
0.09,0.11,
100,100,
0.13,0.14,
100,100,
0.21,0.1,
100,100,
0.13,0.11,
100,100,
0.13,0.14,
100,100,
0.16,0.11,
100,100,
0.12,0.13,
100,100,
0.15,0.15,
100,100,
0.43,0.24,
100,100,
0.35,0.11,
100,100,
0.21,0.22,
100,100,
0.11,0.12,
100,100,
0.17,0.12,
100,100,
0.44,0.24,
100,100,
0.2,0.09,
100,100,
0.17,0.12,
100,100,
0.22,0.12,
100,100,
0.16,0.12,
100,100,
0.22,0.2,
100,100,
0.22,0.14,
100,100,
0.16,0.12,
100,100,
0.16,0.07,
100,100,
0.14,0.1,
100,100,
0.21,0.17,
100,100,
0.14,0.09,
100,100,
0.44,0.38,
100,100,
0.15,0.07,
100,100,
0.18,0.12,
100,100,
0.22,0.1,
100,100,
0.2,0.2,
100,100,
0.11,0.08,
100,100,
0.13,0.14,
100,100,
0.13,0.11,
100,100,
0.22,0.21,
100,100,
0.13,0.13,
100,100,
0.09,0.05,
100,100,
0.19,0.19,
100,100,
0.12,0.09,
100,100,
0.2,0.19,
100,100,
0.16,0.11,
100,100,
0.16,0.13,
100,100,
0.18,0.19,
100,100,
0.17,0.13,
100,100,
17.78,35.84,
100,100,
0.12,0.16,
100,100,
0.18,0.22,
100,100,
0.57,0.1,
100,100,
0.15,0.19,
100,100,
0.07,0.07,
100,100,
0.19,0.19,
100,100,
0.09,0.17,
100,100,
0.13,0.11,
100,100,
0.04,0.01,
100,100,
0.14,0.16,
100,100,
0.17,0.18,
100,100,
0.1,0.1,
100,100,
0.1,0.06,
100,100,
0.14,0.07,
100,100,
0.18,0.21,
100,100,
0.15,0.17,
100,100,
0.1,0.07,
100,100,
0.14,0.14,
100,100,
0.13,0.19,
100,100,
0.16,0.09,
100,100,
0.11,0.13,
100,100,
0.12,0.09,
100,100,
0.16,0.17,
100,100,
0.1,0.09,
100,100,
0.12,0.15,
100,100,
8.42,0.1,
100,100,
0.16,0.16,
100,100,
0.18,0.15,
100,100,
0.19,0.17,
100,100,
0.13,0.09,
100,100,
0.16,0.2,
100,100,
0.15,0.16,
100,100,
0.2,0.19,
100,100,
0.12,0.13,
100,100,
0.25,0.26,
100,100,
0.27,0.22,
100,100,
0.43,0.36,
100,100,
0.52,0.35,
100,100,
3.59,3.4,
100,100,
7.12,7.09,
100,100,
9.54,9.55,
100,100,
13.5,12.61,
100,100,
15.63,14.54,
100,100,
1.28,0.82,
100,100,
0.86,0.56,
100,100,
0.68,0.5,
100,100,
0.17,0.07,
100,100,
0.18,0.16,
100,100,
0.12,0.08,
100,100,
0.13,0.12,
100,100,
0.21,0.19,
100,100,
0.25,0.23,
100,100,
0.13,0.09,
100,100,
0.1,0.11,
100,100,
0.08,0.1,
100,100,
0.17,0.13,
100,100,
0.14,0.16,
100,100,
0.11,0.08,
100,100,
0.12,0.1,
100,100,
0.12,0.1,
100,100,
0.22,0.22,
100,100,
0.18,0.18,
100,100,
0.17,0.1,
100,100,
0.16,0.15,
100,100,
0.2,0.21,
100,100,
0.12,0.09,
100,100,
0.16,0.19,
100,100,
0.12,0.13,
100,100,
0.1,0.09,
100,100,
0.19,0.21,
100,100,
0.11,0.09,
100,100,
0.21,0.1,
100,100,
0.12,0.08,
100,100,
0.23,0.27,
100,100,
0.11,0.09,
100,100,
0.18,0.13,
100,100,
0.15,0.14,
100,100,
0.1,0.12,
100,100,
0.1,0.14,
100,100,
0.17,0.21,
100,100,
0.11,0.05,
100,100,
0.14,0.11,
100,100,
0.12,0.08,
100,100,
0.2,0.17,
100,100,
0.15,0.15,
100,100,
0.16,0.17,
100,100,
0.19,0.17,
100,100,
0.14,0.11,
100,100,
0.09,0.04,
100,100,
0.12,0.05,
100,100,
0.11,0.05,
100,100,
0.28,0.24,
100,100,
0.09,0.04,
100,100,
0.12,0.09,
100,100,
0.15,0.11,
100,100,
0.1,0.07,
100,100,
0.16,0.14,
100,100,
0.17,0.18,
100,100,
0.09,0.08,
100,100,
0.11,0.12,
100,100,
0.11,0.07,
100,100,
0.16,0.19,
100,100,
0.12,0.08,
100,100,
0.17,0.16,
100,100,
0.18,0.16,
100,100,
0.11,0.05,
100,100,
0.17,0.15,
100,100,
0.09,0.05,
100,100,
0.18,0.15,
100,100,
0.2,0.19,
100,100,
0.13,0.16,
100,100,
0.22,0.23,
100,100,
0.1,0.08,
100,100,
0.22,0.25,
100,100,
0.09,0.06,
100,100,
0.14,0.12,
100,100,
0.13,0.12,
100,100,
0.12,0.08,
100,100,
0.18,0.16,
100,100,
0.1,0.09,
100,100,
0.14,0.13,
100,100,
0.15,0.15,
100,100,
0.08,0.08,
100,100,
0.14,0.16,
100,100,
0.16,0.18,
100,100,
0.09,0.08,
100,100,
0.19,0.19,
100,100,
0.19,0.21,
100,100,
0.29,0.22,
100,100,
0.08,0.05,
100,100,
0.12,0.11,
100,100,
0.13,0.14,
100,100,
0.12,0.1,
100,100,
0.06,0.04,
100,100,
0.18,0.16,
100,100,
0.14,0.15,
100,100,
0.1,0.1,
100,100,
0.17,0.18,
100,100,
0.29,0.27,
100,100,
0.12,0.1,
100,100,
0.14,0.11,
100,100,
0.08,0.06,
100,100,
0.11,0.09,
100,100,
0.13,0.17,
100,100,
0.1,0.08,
100,100,
0.12,0.12,
100,100,
0.13,0.11,
100,100,
0.11,0.09,
100,100,
0.13,0.14,
100,100,
0.14,0.1,
100,100,
0.1,0.07,
100,100,
0.22,0.23,
100,100,
0.19,0.19,
100,100,
0.1,0.04,
100,100,
0.12,0.12,
100,100,
0.1,0.09,
100,100,
0.13,0.13,
100,100,
0.13,0.09,
100,100,
0.15,0.14,
100,100,
0.18,0.22,
100,100,
0.09,0.04,
100,100,
0.11,0.07,
100,100,
0.17,0.14,
100,100,
0.08,0.04,
100,100,
0.13,0.12,
100,100,
0.14,0.15,
100,100,
0.1,0.07,
100,100,
0.18,0.19,
100,100,
0.12,0.04,
100,100,
0.16,0.05,
100,100,
0.12,0.13,
100,100,
0.14,0.15,
100,100,
0.1,0.08,
100,100,
0.15,0.13,
100,100,
0.11,0.09,
100,100,
0.11,0.08,
100,100,
0.15,0.15,
100,100,
0.2,0.18,
100,100,
0.07,0.07,
100,100,
0.12,0.13,
100,100,
0.12,0.11,
100,100,
0.07,0.06,
100,100,
0.12,0.16,
100,100,
0.05,24.77,
100,100,
0.1,0.1,
100,100,
0.11,0.07,
100,100,
0.11,0.09,
100,100,
0.17,0.19,
100,100,
0.11,0.1,
100,100,
0.16,0.21,
100,100,
0.16,0.17,
100,100,
0.11,0.09,
100,100,
0.13,0.12,
100,100,
0.19,0.2,
100,100,
0.12,0.1,
100,100,
0.08,0.05,
100,100,
0.14,0.15,
100,100,
0.19,0.24,
100,100,
0.12,0.06,
100,100,
0.18,0.1,
100,100,
0.15,0.16,
100,100,
0.17,0.14,
100,100,
0.07,0.03,
100,100,
0.18,0.15,
100,100,
0.1,0.05,
100,100,
76.46,56.18,
100,100,
0.15,0.1,
100,100,
0.12,0.07,
100,100,
0.17,0.13,
100,100,
0.13,0.14,
100,100,
0.15,0.15,
100,100,
0.1,0.11,
100,100,
0.11,0.1,
100,100,
0.12,0.1,
100,100,
0.15,0.1,
100,100,
0.16,0.09,
100,100,
0.14,0.12,
100,100,
0.15,0.17,
100,100,
0.13,0.12,
100,100,
0.16,0.17,
100,100,
0.13,0.17,
100,100,
0.1,0.1,
100,100,
0.21,0.2,
100,100,
0.17,0.15,
100,100,
0.18,0.18,
100,100,
0.09,0.04,
100,100,
0.17,0.19,
100,100,
0.08,0.07,
100,100,
0.16,0.18,
100,100,
0.21,0.21,
100,100,
0.1,0.09,
100,100,
0.23,0.27,
100,100,
0.08,0.03,
100,100,
0.11,0.04,
100,100,
0.1,0.03,
100,100,
0.14,0.13,
100,100,
0.14,0.11,
100,100,
0.14,0.1,
100,100,
0.14,0.13,
100,100,
0.1,0.14,
100,100,
0.16,0.18,
100,100,
0.08,0.09,
100,100,
0.22,0.26,
100,100,
0.18,0.16,
100,100,
0.09,0.04,
100,100,
0.18,0.16,
100,100,
0.09,0.03,
100,100,
0.13,0.12,
100,100,
0.13,0.21,
100,100,
0.11,0.2,
100,100,
0.21,0.32,
100,100,
0.07,0.04,
100,100,
0.15,0.07,
100,100,
0.11,0.13,
100,100,
0.09,0.07,
100,100,
0.17,0.1,
100,100,
0.13,0.09,
100,100,
0.15,0.14,
100,100,
0.18,0.24,
100,100,
0.1,0.05,
100,100,
0.14,0.1,
100,100,
0.2,0.19,
100,100,
0.56,0.11,
100,100,
0.1,0.11,
100,100,
0.16,0.16,
100,100,
0.09,0.08,
100,100,
0.12,0.15,
100,100,
0.13,0.16,
100,100,
0.14,0.11,
100,100,
0.15,0.09,
100,100,
0.17,0.22,
100,100,
0.1,0.11,
100,100,
0.16,0.17,
100,100,
0.21,0.31,
100,100,
0.08,0.08,
100,100,
0.19,0.18,
100,100,
0.09,0.06,
100,100,
0.2,0.11,
100,100,
0.07,0.03,
100,100,
0.11,0.16,
100,100,
0.14,0.2,
100,100,
0.07,0.04,
100,100,
0.12,0.05,
100,100,
0.19,0.19,
100,100,
0.11,0.07,
100,100,
0.06,0.05,
100,100,
0.14,0.14,
100,100,
0.08,0.06,
100,100,
0.2,0.17,
100,100,
0.12,0.17,
100,100,
0.12,0.12,
100,100,
0.16,0.18,
100,100,
0.07,0.04,
100,100,
0.19,0.15,
100,100,
0.1,0.04,
100,100,
0.14,0.16,
100,100,
0.12,0.05,
100,100,
0.14,0.09,
100,100,
0.16,0.17,
100,100,
0.14,0.18,
100,100,
0.09,0.05,
100,100,
0.14,0.2,
100,100,
0.15,0.13,
100,100,
0.13,0.02,
100,100,
0.17,0.11,
100,100,
0.15,0.08,
100,100,
0.12,0.14,
100,100,
0.28,0.36,
100,100,
0.11,0.08,
100,100,
0.22,0.24,
100,100,
0.09,0.09,
100,100,
0.18,0.16,
100,100,
0.11,0.08,
100,100,
0.18,0.12,
100,100,
0.1,0.1,
100,100,
0.24,0.16,
100,100,
0.16,0.13,
100,100,
0.14,0.18,
100,100,
0.2,0.13,
100,100,
0.16,0.13,
100,100,
0.25,0.21,
100,100,
0.12,0.11,
100,100,
0.16,0.19,
100,100,
0.18,0.15,
100,100,
0.19,0.22,
100,100,
0.18,0.09,
100,100,
0.17,0.17,
100,100,
0.12,0.02,
100,100,
0.2,0.22,
100,100,
0.14,0.11,
100,100,
0.15,0.17,
100,100,
0.13,0.09,
100,100,
0.33,0.07,
100,100,
0.2,0.16,
100,100,
0.18,0.2,
100,100,
0.18,0.21,
100,100,
0.14,0.08,
100,100,
0.16,0.08,
100,100,
0.12,0.11,
100,100,
0.18,0.13,
100,100,
0.09,0.09,
100,100,
0.15,0.16,
100,100,
0.1,0.06,
100,100,
0.19,0.16,
100,100,
0.12,0.06,
100,100,
0.18,0.13,
100,100,
0.12,0.11,
100,100,
0.22,0.13,
100,100,
0.11,0.1,
100,100,
0.19,0.17,
100,100,
0.08,0.1,
100,100,
0.23,0.18,
100,100,
0.07,0.03,
100,100,
0.22,0.24,
100,100,
0.1,0.07,
100,100,
0.15,0.16,
100,100,
0.21,0.14,
100,100,
0.15,0.1,
100,100,
0.2,0.1,
100,100,
0.11,0.12,
100,100,
0.18,0.21,
100,100,
0.13,0.07,
100,100,
0.21,0.19,
100,100,
0.1,0.06,
100,100,
0.18,0.19,
100,100,
0.18,0.26,
100,100,
0.13,0.07,
100,100,
10.64,1.61,
100,100,
0.12,0.06,
100,100,
0.16,0.17,
100,100,
0.16,0.19,
100,100,
0.13,0.11,
100,100,
0.19,0.25,
100,100,
0.13,0.16,
100,100,
0.24,0.27,
100,100,
0.09,0.08,
100,100,
0.08,0.07,
100,100,
0.11,0.1,
100,100,
0.13,0.06,
