439 2 
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.2,1.7,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
26.7,48.2,
100,100,
0.7,4.4,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
72.5,52.4,
100,100,
0.5,0.1,
100,100,
0,0,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.5,0.4,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.4,0.3,
100,100,
0.4,0.4,
100,100,
0.1,0.1,
100,100,
74.2,51.4,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.2,0.5,
100,100,
0.3,0.1,
100,100,
0.2,0.1,
100,100,
0.2,0.2,
100,100,
0.2,0.2,
100,100,
0.1,0.7,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.5,
100,100,
0.3,0.3,
100,100,
0.1,0.1,
100,100,
0.1,0,
100,100,
0.2,0.1,
100,100,
0.4,0.4,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.3,0.2,
100,100,
0.1,0.1,
100,100,
36.2,5.3,
100,100,
0.8,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,25,
100,100,
0.1,0,
100,100,
0.2,0.1,
100,100,
10,34.2,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.2,
100,100,
0.1,0,
100,100,
0.2,0.2,
100,100,
0.1,0,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.2,
100,100,
92.8,94.6,
100,100,
0.1,0,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.2,0.1,
100,100,
6.8,5,
100,100,
0.1,0.1,
100,100,
0.1,0,
100,100,
0.1,0.1,
100,100,
93.4,94.9,
100,100,
0.1,0.1,
100,100,
93.1,94.8,
100,100,
0.4,0.2,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
9.1,8,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.5,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.6,
100,100,
0.5,0.3,
100,100,
0.5,0.5,
100,100,
6.4,8.9,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
29.4,8,
100,100,
0.1,0.3,
100,100,
36.4,8.1,
100,100,
0.1,0.1,
100,100,
1.4,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.2,0.2,
100,100,
0.2,0.1,
100,100,
18.2,35.8,
100,100,
1.8,2,
100,100,
0.7,0.7,
100,100,
0.2,0.1,
100,100,
0.7,0.6,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.2,
100,100,
8.8,8.9,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0,
100,100,
0.1,0.1,
100,100,
30,44,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.2,0.1,
100,100,
0.1,0.2,
100,100,
0.1,0,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
23.2,47.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
18.2,39.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.5,0.4,
100,100,
0.1,0.1,
100,100,
0.4,0.4,
100,100,
0.4,0.2,
100,100,
10.2,19.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0,
100,100,
0.1,0.5,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.4,0.6,
100,100,
0.4,0.7,
100,100,
0.3,0.5,
100,100,
0.3,0.5,
100,100,
0.3,0.5,
100,100,
0.3,0.6,
100,100,
0.3,0.6,
100,100,
0.2,0.5,
100,100,
0.1,0.1,
100,100,
10.7,35.7,
100,100,
0.1,0.1,
100,100,
0.2,2,
100,100,
0.1,1.5,
100,100,
0.2,0.3,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.4,0.3,
100,100,
0.4,0.3,
100,100,
0.6,0.4,
100,100,
0.4,0.5,
100,100,
0.2,0.1,
100,100,
22.9,42.1,
100,100,
0.4,0.5,
100,100,
1.4,1,
100,100,
0.1,0.1,
100,100,
21.5,15.2,
100,100,
0.8,4.7,
100,100,
0.2,0.2,
100,100,
0.2,0.4,
100,100,
0.6,0.9,
100,100,
0.5,1.4,
100,100,
0.8,2.9,
100,100,
0.8,2.2,
100,100,
1.1,2.8,
100,100,
0.3,0,
100,100,
1.2,3.9,
100,100,
0.8,2.8,
100,100,
0.6,0.5,
100,100,
1.3,3.8,
100,100,
0.4,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
22.8,42.3,
100,100,
0.2,0.2,
100,100,
0.1,0.2,
100,100,
0.2,0.2,
100,100,
0.6,0.2,
100,100,
0.7,0.3,
100,100,
1.3,0.4,
100,100,
1.2,0.3,
100,100,
0.6,0.8,
100,100,
1,1.6,
100,100,
0.5,0.6,
100,100,
0.6,0.7,
100,100,
0.8,0.9,
100,100,
1.4,1.4,
100,100,
0.4,0.5,
100,100,
0.4,0.5,
100,100,
0.4,0.8,
100,100,
0.7,1,
100,100,
0.8,0.8,
100,100,
0.5,0.7,
100,100,
0.5,0.7,
100,100,
0.4,0.6,
100,100,
0.3,0.4,
100,100,
0.5,0.4,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.6,0.4,
100,100,
0.5,0.4,
100,100,
0.5,0.4,
100,100,
0.6,0.7,
100,100,
0.9,1,
100,100,
0.7,0.2,
100,100,
89.1,94.4,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.3,0.2,
100,100,
0.1,0.1,
100,100,
5.9,0.7,
100,100,
0.1,0,
100,100,
0.1,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
9.8,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
35.1,37.2,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
35.2,37.2,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.4,0.5,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.5,0.7,
100,100,
0.4,0.6,
100,100,
0.5,1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.1,
100,100,
0.1,0.2,
100,100,
0.1,0.1,
100,100,
0.1,0,
100,100,
0.1,0.1,
100,100,
0.2,0.1,
100,100,
28.9,9.3,
100,100,
29.1,9.7,
100,100,
29.5,9.7,
100,100,
30.5,10.1,
100,100,
30.5,10.1,
100,100,
31.5,10.5,
100,100,
32,10.7,
100,100,
8.4,35.5,
100,100,
0.4,0.4,
100,100,
0.1,0,
100,100,
0.6,0.7,
100,100,
0.4,0.3,
100,100,
0.3,0.3,
100,100,
0.1,0.1,
100,100,
0.2,0.2,
100,100,
0.3,0.3,
100,100,
0.3,0.3,
100,100,
0.2,0.4,
100,100,
0.8,0.7,
